scpi_name,field,old_value,new_value,unit,source_document,extract,status,comment
Coeur de ville,taux_distribution,6.2,6.2,%,Bulletin-Trimestriel-1T-2026-–-Coeur-de-Ville.pdf,"Taux de distribution 2025 6,20 % : dont 0 % correspondant à des revenus non récurrents",verified,
Coeur de ville,capitalisation,28.8,28.84,M€,Bulletin-Trimestriel-1T-2026-–-Coeur-de-Ville.pdf,Capitalisation 28 837 620 € (au 31/03/2026),verified,
Coeur de ville,tof,97.63,97.63,%,Bulletin-Trimestriel-1T-2026-–-Coeur-de-Ville.pdf,"Taux d'occupation financier(2) 97,63 %",verified,
Coeur de ville,endettement,30.23,30.23,%,Bulletin-Trimestriel-1T-2026-–-Coeur-de-Ville.pdf,"Dettes et autres engagements 30,23 % (en % de l'endettement sur le total de l'actif net augmenté des dettes)",verified,
Coeur de ville,nb_associes,,643,,Bulletin-Trimestriel-1T-2026-–-Coeur-de-Ville.pdf,Nombre d'associés 643,verified,
Coeur de ville,nb_immeubles,,32,,Bulletin-Trimestriel-1T-2026-–-Coeur-de-Ville.pdf,32 Biens immobiliers,verified,
Coeur de ville,nb_locataires,,36,,Bulletin-Trimestriel-1T-2026-–-Coeur-de-Ville.pdf,36 Entreprises locataires,verified,
Coeur de ville,repartition_geo,"{'Province': 83, 'Paris': 17}","{'Régions': 80.2, 'Île-de-France': 19.8}",%,Bulletin-Trimestriel-1T-2026-–-Coeur-de-Ville.pdf,"Composition du patrimoine - Régions 80,2 % / Île-de-France 19,8 %",verified,
Coeur de ville,repartition_sectorielle,"{'Commerces alimentaires': 48.28, 'Commerces non alimentaires': 27.72, 'Services': 20.72, 'Santé et ","{'Commerces alimentaires': 55.87, 'Commerces non alimentaires': 25.67, 'Services': 15.8, 'Santé et é",%,Bulletin-Trimestriel-1T-2026-–-Coeur-de-Ville.pdf,"Répartition typologique selon la valeur du patrimoine : Commerces alimentaires 55,87 %, Commerces non alimentaires 25,67 %, Services 15,80 %, Santé et éducation",verified,
Coeur de ville,liquidite,,0,parts en attente,Bulletin-Trimestriel-1T-2026-–-Coeur-de-Ville.pdf,0 part en attente de retrait et part cédée de gré à gré,verified,"Aucune part en attente, liquidité normale"
Coeur de ville,frequence_distribution,Trimestriel,Trimestrielle,,Bulletin-Trimestriel-1T-2026-–-Coeur-de-Ville.pdf,Dividendes versés par trimestre (2T 2025 ... 1T 2026),verified,
Coeur de ville,sfdr_article,,,,,Article SFDR non précisé dans le DIC ni le BT,manual_review,Article SFDR non précisé dans le DIC ni le BT
Coeur de ville,niveau_risque_dic,,3,sur 7,Coeur-de-Ville-DIC.pdf,Nous avons classé le produit dans la classe de risque 3 sur 7,verified,
Coeur de ville,duree_placement,10,10,ans,Coeur-de-Ville-DIC.pdf,Période de détention recommandée : 10 ans,verified,
Coeur de ville,frais_souscription,12,12,% TTC,Bulletin-Trimestriel-1T-2026-–-Coeur-de-Ville.pdf,"Commission de souscription (12 % TTC) 25,20 €",verified,DIC indique coûts d'entrée 10 % maximum
Coeur de ville,frais_gestion,10,1.2,%/an,Coeur-de-Ville-DIC.pdf,"Frais de gestion et autres frais administratifs et d'exploitation 1,20 % de la valeur par an",verified,Coût récurrent annuel (DIC)
Comète,prix_souscription,208,250.0,EUR,20260506-BTI-T1-2026-Comete.pdf,"250,00 €/part prix de souscription commission de souscription incluse",verified,Valeur actuelle du lot (208 €) erronée
Comète,prix_retrait,225.00,225.0,EUR,20260506-BTI-T1-2026-Comete.pdf,"225,00 € valeur de retrait",verified,
Comète,taux_distribution,9,,,,"Aucun taux de distribution réalisé publié (SCPI récente). Objectif TD 6,0 % (plaquette), objectif de distribution 2026 = 17,50 €/part. Valeur du lot (9) non sou",manual_review,"Aucun taux de distribution réalisé publié (SCPI récente). Objectif TD 6,0 % (plaquette), objectif de distribution 2026 ="
Comète,capitalisation,519.6,652.0,M€,20260506-BTI-T1-2026-Comete.pdf,"652,0 M€ capitalisation au 31.03.2026",verified,"Valeur du lot (519,6) périmée"
Comète,tof,99.1,99.5,%,20260506-BTI-T1-2026-Comete.pdf,"99,5 % TOF (hors développements)",verified,
Comète,endettement,0,0.0,%,20260506-BTI-T1-2026-Comete.pdf,"0,00 % endettement",verified,
Comète,nb_associes,,20907,,20260506-BTI-T1-2026-Comete.pdf,20 907 associés,verified,
Comète,nb_immeubles,,34,,20260506-BTI-T1-2026-Comete.pdf,Actifs au 31.03.2026 : 34,verified,
Comète,nb_locataires,,94,,20260506-BTI-T1-2026-Comete.pdf,94 locataires / 99 baux,verified,
Comète,repartition_geo,"{'Royaume-Uni': 46.5, 'Espagne': 15.4, 'Italie': 12.4, 'Pays-Bas': 10.3, 'Canada': 6.6, 'Pologne': 5","{'Royaume-Uni': 43.3, 'Canada': 16.2, 'Espagne': 15.2, 'Italie': 9.1, 'Pays-Bas': 7.8, 'Pologne': 5.",%,20260506-BTI-T1-2026-Comete.pdf,"Répartition géographique patrimoine au 31.03.2026 : Royaume-Uni 43,3 %, Canada 16,2 %, Espagne 15,2 %, Italie 9,1 %, Pays-Bas 7,8 %, Pologne 5,7 %, Irlande 2,7 ",verified,
Comète,repartition_sectorielle,"{'Commerce': 27.6, 'Logistique': 23.9, 'Hôtellerie': 16, 'Bureau': 13.7, 'Mixte': 10.9, 'Loisirs': 5",,,,"Postes lisibles (Commerce, Éducation, Bureau, Loisirs, Logistique & Activités, Mixte, Hôtellerie) mais valeurs non rattachables avec certitude aux libellés dans",manual_review,"Postes lisibles (Commerce, Éducation, Bureau, Loisirs, Logistique & Activités, Mixte, Hôtellerie) mais valeurs non ratta"
Comète,liquidite,,903,parts en attente,20260506-BTI-T1-2026-Comete.pdf,Parts en attente de retrait en fin de période : 903 (T1 2026),verified,"Liquidité normale, collecte nette positive 132,2 M€"
Comète,frequence_distribution,Trimestriel,Mensuelle,,20260506-BTI-T1-2026-Comete.pdf,"Distributions mensuelles : janvier 1,56 € / février 1,55 € / mars 1,58 €",verified,
Comète,sfdr_article,,,,,Pas de DIC dans le lot ; article SFDR non indiqué dans le BT ni la plaquette,manual_review,Pas de DIC dans le lot ; article SFDR non indiqué dans le BT ni la plaquette
Comète,niveau_risque_dic,,3,sur 7,20250122-Plaquette-commerciale-Comete-1.pdf,Produit dans la classe de risque 3 sur 7,verified,Source plaquette (pas de DIC dans le lot)
Comète,duree_placement,8,8,ans,20250122-Plaquette-commerciale-Comete-1.pdf,Durée de placement recommandée 8 ans minimum,verified,
Comète,frais_souscription,12,10,% HT,20260506-BTI-T1-2026-Comete.pdf,commission de souscription correspond à 10 % HT (soit 12 % TTC) du prix de souscription,verified,10 % HT / 12 % TTC
Comète,frais_gestion,11,11,% HT,20250122-Plaquette-commerciale-Comete-1.pdf,"Commission de gestion 11 % (13,2 % TTC)",verified,
Crédit Mutuel Pierre 1,prix_souscription,215,215.0,EUR,A7_BT_20260331.pdf,"Minimum de souscription fixé à 1 part, soit (A) 215,00 €",verified,
Crédit Mutuel Pierre 1,prix_retrait,197.8,197.8,EUR,A7_BT_20260331.pdf,"Valeur de retrait (A)-(B) 197,80 €",verified,
Crédit Mutuel Pierre 1,taux_distribution,4.49,4.49,%,A7_BT_20260331.pdf,"Taux de distribution (1) 4,49 %",verified,
Crédit Mutuel Pierre 1,capitalisation,800.35,800.35,M€,A7_BT_20260331.pdf,Capitalisation 800 348 895 €,verified,
Crédit Mutuel Pierre 1,tof,82.3,82.3,%,A7_BT_20260331.pdf,"Taux d'Occupation Financier 82,3 %",verified,
Crédit Mutuel Pierre 1,endettement,21.78,21.78,%,A7_BT_20260331.pdf,"Endettement réel au 31/03/2026 : 21,78 % (autorisation statutaire 30 %)",verified,
Crédit Mutuel Pierre 1,nb_associes,,18413,,A7_BT_20260331.pdf,18 413 associés,verified,
Crédit Mutuel Pierre 1,nb_immeubles,,64,,A7_BT_20260331.pdf,64 Nombre d'immeubles en direct (+ 55 via des SCI),verified,64 en direct + 55 via SCI = 119 au total
Crédit Mutuel Pierre 1,nb_locataires,,,,,Nombre de locataires non explicitement indiqué dans le BT,manual_review,Nombre de locataires non explicitement indiqué dans le BT
Crédit Mutuel Pierre 1,repartition_geo,"{'Paris': 21.84, 'Île-de-France': 51.53, 'Régions France': 22.63, 'Allemagne': 3.91, 'Espagne': 0.09","{'Île-de-France': 51.53, 'Régions': 22.63, 'Paris': 21.84, 'Allemagne': 3.91, 'Espagne': 0.09}",%,A7_BT_20260331.pdf,"Répartition géographique (valeur vénale) : Paris 21,84 %, Île-de-France 51,53 %, Régions 22,63 %, Allemagne 3,91 %, Espagne 0,09 %",verified,
Crédit Mutuel Pierre 1,repartition_sectorielle,"{'Bureaux': 84.94, 'Commerces': 13.1, 'Hôtels, tourisme et loisirs': 1.96}","{'Bureaux': 84.94, 'Commerces': 13.1, 'Hôtels, tourisme et loisirs': 1.96}",%,A7_BT_20260331.pdf,"Bureaux 84,94 %, Commerces 13,10 %, Hôtels tourisme et loisirs 1,96 %",verified,
Crédit Mutuel Pierre 1,liquidite,,396756,parts en attente,A7_BT_20260331.pdf,"marché des parts suspendu depuis le 12 février 2026 ; Parts en attente de retrait 396 756 (78,5 M€) soit 10,7 % du total",verified,"ALERTE LIQUIDITÉ : marché suspendu, passage en suspension de variabilité du capital / marché de confrontation"
Crédit Mutuel Pierre 1,frequence_distribution,Trimestriel,Trimestrielle,,A7_BT_20260331.pdf,Versements potentiels : 30 juillet 2026 / 29 octobre 2026 / 29 janvier 2027,verified,
Crédit Mutuel Pierre 1,sfdr_article,,9,,A7_DIC.pdf,La SCPI a été classifiée article 9 au sens de SFDR ; (BT) Classement SFDR : article 9,verified,
Crédit Mutuel Pierre 1,niveau_risque_dic,,4,sur 7,A7_DIC.pdf,Ce produit a été catégorisé dans la classe de risque 4 sur 7,verified,
Crédit Mutuel Pierre 1,duree_placement,9,9,ans,A7_DIC.pdf,Durée de placement minimale recommandée : 9 ans,verified,
Crédit Mutuel Pierre 1,frais_souscription,9.6,8,% HT,A7_BT_20260331.pdf,"Commission de souscription : 8 % HT max, soit 9,60 % TTC",verified,
Crédit Mutuel Pierre 1,frais_gestion,10,10,% HT,A7_BT_20260331.pdf,"Commission de gestion locative : 10 % HT max, soit 12 % TTC des produits locatifs encaissés",verified,"DIC : coût récurrent global 2,22 %/an"
Cristal Life,prix_souscription,208,208,EUR,IG_CLBulletin_Trimestriel2026_T1.pdf,Prix de souscription 208 € depuis le 1er novembre 2025,verified,
Cristal Life,prix_retrait,181.28,183.04,EUR,IG_CLBulletin_Trimestriel2026_T1.pdf,"Valeur de retrait(6) 183,04 € ; retraits 1T 2026 valeur de retrait 183,04 €",verified,"208 € - commission souscription 12 % = 183,04 € ; le paragraphe modalités mentionne 181,28 € (texte vraisemblablement no"
Cristal Life,taux_distribution,6.54,6.54,%,IG_CLBulletin_Trimestriel2026_T1.pdf,"taux de distribution de 6,54 % en 2025",verified,
Cristal Life,capitalisation,387.43,387.43,M€,IG_CLBulletin_Trimestriel2026_T1.pdf,"Capitalisation 387,43 M€",verified,
Cristal Life,tof,95.57,95.57,%,IG_CLBulletin_Trimestriel2026_T1.pdf,"Taux d'Occupation Financier - Locaux occupés 95,57 %",verified,
Cristal Life,endettement,15.62,,,,"Taux d'endettement non indiqué dans le BT ni le DIC (limite statutaire 40 %). Valeur du lot 15,62 % à confirmer via rapport annuel",manual_review,"Taux d'endettement non indiqué dans le BT ni le DIC (limite statutaire 40 %). Valeur du lot 15,62 % à confirmer via rapp"
Cristal Life,nb_associes,,13291,,IG_CLBulletin_Trimestriel2026_T1.pdf,Nombre d'associés 13 291 au 31/03/2026,verified,
Cristal Life,nb_immeubles,,42,,IG_CLBulletin_Trimestriel2026_T1.pdf,Actifs 42,verified,
Cristal Life,nb_locataires,,,,,Nombre de locataires non indiqué (58 baux mentionnés),manual_review,Nombre de locataires non indiqué (58 baux mentionnés)
Cristal Life,repartition_geo,"{'France (Régions)': 50.41, 'Espagne': 21.86, 'Irlande': 12.01, 'Pays-Bas': 5.58, 'Estonie': 4.63, '","{'France (Régions)': 56.34, 'Espagne': 17.92, 'Irlande': 9.21, 'Pays-Bas': 3.9, 'Pologne': 3.84, 'Es",%,IG_CLBulletin_Trimestriel2026_T1.pdf,"Répartition géographique : Régions 56,34 %, Espagne 17,92 %, Irlande 9,21 %, Pays-Bas 3,90 %, Pologne 3,84 %, Estonie 3,76 %, Royaume-Uni 3,15 %, Île-de-France ",verified,
Cristal Life,repartition_sectorielle,"{'Commerce': 33.11, 'Bureaux': 30.06, 'Hôtellerie': 16.64, 'Santé': 16.31, 'Activités': 3.88}","{'Commerce': 29.25, 'Bureau': 26.7, 'Santé': 23.0, 'Hôtel': 13.66, 'Activité & logistique': 7.39}",%,IG_CLBulletin_Trimestriel2026_T1.pdf,"Répartition par typologie : Commerce 29,25 %, Bureau 26,70 %, Santé 23,00 %, Hôtel 13,66 %, Activité & logistique 7,39 %",verified,
Cristal Life,liquidite,,3863,parts retirées T1 2026,IG_CLBulletin_Trimestriel2026_T1.pdf,1T 2026 Retraits 3 863 parts,verified,"Pas de suspension ; collecte trimestrielle ~40 M€, liquidité normale"
Cristal Life,frequence_distribution,Mensuel,Mensuelle,,IG_CLBulletin_Trimestriel2026_T1.pdf,"Distribution mensuelle - Dividende net perçu 1,027 € (28/02), 0,995 € (25/03), 0,976 € (25/04)",verified,
Cristal Life,sfdr_article,,8,,IG_CL_DIC20241203.pdf,CRISTAL Life est un fonds labélisé ISR et relève du champ d'application de l'article 8 du règlement européen n° 2019/2088 (SFDR),verified,
Cristal Life,niveau_risque_dic,,3,sur 7,IG_CL_DIC20241203.pdf,Nous avons classé ce produit dans la classe de risque 3 sur 7,verified,
Cristal Life,duree_placement,10,10,ans,IG_CL_DIC20241203.pdf,Durée de détention recommandée 10 ans,verified,
Cristal Life,frais_souscription,12,12,% TTC,IG_CL_DIC20241203.pdf,"Coûts d'entrée ... frais de souscription 12,00 % ; (BT) Dont commission de souscription 12 % TTI",verified,
Cristal Life,frais_gestion,9,1.01,%/an,IG_CL_DIC20241203.pdf,"Frais de gestion et autres frais administratifs et d'exploitation 1,01 %",verified,Coût récurrent annuel (DIC)
Edissimo,prix_souscription,172.0,172.0,EUR,EDISSIMMO - Bulletin Semestriel 2025 S2.pdf,"Prix de souscription : 172,00 € par part (commission de souscription incluse)",verified,
Edissimo,prix_retrait,158.25,158.25,EUR,EDISSIMMO - Bulletin Semestriel 2025 S2.pdf,"Prix de retrait : 158,25 € par part (depuis le 31/03/2025)",verified,
Edissimo,taux_distribution,4.45,3.63,%,EDISSIMMO - Bulletin Semestriel 2025 S2.pdf,"Distribution brute 6,94 €/part ÷ prix de souscription au 01/01/2025 (191 €) = 3,63 %",verified,"Taux de distribution officiel ASPIM = 3,63 % (base 191 €) ; recalculé sur prix actuel 172 € = 4,04 %. Valeur du lot 4,45"
Edissimo,capitalisation,1639.5,3030,M€,EDISSIMMO - Bulletin Semestriel 2025 S2.pdf,Capitalisation : 3 030 M€,verified,"Valeur du lot (1639,5) fortement périmée"
Edissimo,tof,89.45,87.03,%,EDISSIMMO - Bulletin Semestriel 2025 S2.pdf,"Taux d'occupation Financier annuel 87,03 % (TOF S2 86,47 %)",verified,
Edissimo,endettement,13.8,945,M€,EDISSIMMO - Bulletin Semestriel 2025 S2.pdf,Endettement : 945 M€,verified,"Montant absolu ; ratio % non indiqué dans le bulletin (valeur du lot 13,8 %)"
Edissimo,nb_associes,,59148,,EDISSIMMO - Bulletin Semestriel 2025 S2.pdf,Nombre d'associés 59 148,verified,
Edissimo,nb_immeubles,,178,,EDISSIMMO - Bulletin Semestriel 2025 S2.pdf,Nombre d'immeubles 178,verified,
Edissimo,nb_locataires,,,,,Nombre de locataires non indiqué (80 baux signés sur le semestre),manual_review,Nombre de locataires non indiqué (80 baux signés sur le semestre)
Edissimo,repartition_geo,"{'Paris': 65, 'Île-de-France': 30, 'Régions': 5}","{'Île-de-France': 30.2, 'Paris': 24.8, 'Régions': 21.0, 'Allemagne': 13.7, 'Espagne': 3.5, 'Pays-Bas",%,EDISSIMMO - Bulletin Semestriel 2025 S2.pdf,"Paris 24,8 %, Île-de-France 30,2 %, Régions 21,0 %, Allemagne 13,7 %, Espagne 3,5 %, Pays-Bas 3,4 %, Autriche 0,9 %, Rép.Tchèque 0,9 %, Belgique 0,9 %, Pologne ",verified,
Edissimo,repartition_sectorielle,"{'Bureaux': 88, 'Hôtellerie': 9, 'Logistique': 3}","{'Bureaux': 68.9, 'Commerces': 14.5, 'Logistique': 9.0, 'Hôtels': 4.3, 'Résidences Services': 1.6, '",%,EDISSIMMO - Bulletin Semestriel 2025 S2.pdf,"Bureaux 68,9 %, Commerces 14,5 %, Logistique 9,0 %, Hôtels 4,3 %, Résidences Services 1,6 %, Cliniques 1,2 %, Locaux d'activité 0,5 %",verified,
Edissimo,liquidite,,620526,parts en attente,EDISSIMMO - Bulletin Semestriel 2025 S2.pdf,"Nombre de parts en attente de retrait 620 526 (au 31/12/2025) ; fonds de remboursement utilisé 18,9 M€",verified,"Stock important de parts en attente, liquidité tendue (fonds de remboursement actif)"
Edissimo,frequence_distribution,Trimestriel,Trimestrielle,,EDISSIMMO - Bulletin Semestriel 2025 S2.pdf,"Distributions T1/T2/T3/T4 (dates de versement 22/04, 21/07, 20/10, 20/01)",verified,
Edissimo,sfdr_article,,8,,EDISSIMMO - DIC PRIIPS 2025-07-31.pdf,Le Produit promeut des critères ESG au sens de l'article 8 du Règlement (UE) 2019/2088,verified,
Edissimo,niveau_risque_dic,,4,sur 7,EDISSIMMO - DIC PRIIPS 2025-07-31.pdf,Nous avons classé ce Produit dans la classe de risque 4 sur 7,verified,
Edissimo,duree_placement,10,8,ans,EDISSIMMO - DIC PRIIPS 2025-07-31.pdf,Période de détention recommandée : 8 ans,verified,
Edissimo,frais_souscription,12,7.993,%,EDISSIMMO - DIC PRIIPS 2025-07-31.pdf,"Coûts d'entrée 7,993 % du montant que vous payez lors de l'entrée",verified,"≈ 8 % (172 € - 158,25 € de retrait)"
Edissimo,frais_gestion,9.6,1.03,%/an,EDISSIMMO - DIC PRIIPS 2025-07-31.pdf,"Frais de gestion et autres coûts administratifs ou d'exploitation 1,03 % par an",verified,Coût récurrent annuel (DIC)
Efimmo 1,prix_souscription,212,212.0,EUR,EFIMMO-BT-1T-2026.pdf,"212,00 € prix de souscription de la part d'EFIMMO 1",verified,
Efimmo 1,prix_retrait,190.80,190.8,EUR,EFIMMO-BT-1T-2026.pdf,"190,80 € prix de retrait de la part d'EFIMMO 1",verified,
Efimmo 1,taux_distribution,4.44,4.44,%,EFIMMO-BT-1T-2026.pdf,"Taux de distribution 2025 4,44 % (brut de fiscalité)",verified,
Efimmo 1,capitalisation,1741,1741,M€,EFIMMO-BT-1T-2026.pdf,Capitalisation au 31/03/2026 : 1 741 328 568 €,verified,
Efimmo 1,tof,86.02,86.02,%,EFIMMO-BT-1T-2026.pdf,"Taux d'occupation financier du trimestre 86,02 %",verified,
Efimmo 1,endettement,22364,22,%,EFIMMO-BT-1T-2026.pdf,22 % dette / valeur du patrimoine (364 M€ de dette bancaire),verified,Valeur du lot (22364) résulte d'une concaténation erronée de 22 % et 364 M€
Efimmo 1,nb_associes,21517,21517,,EFIMMO-BT-1T-2026.pdf,Nombre d'associés au 31 mars 2026 : 21 517,verified,
Efimmo 1,nb_immeubles,239,239,,EFIMMO-BT-1T-2026.pdf,Nombre d'immeubles au 31 mars 2026 : 239 (représentant 1 407 unités locatives),verified,
Efimmo 1,nb_locataires,,,,,Nombre de locataires non indiqué ; 1 407 unités locatives mentionnées,manual_review,Nombre de locataires non indiqué ; 1 407 unités locatives mentionnées
Efimmo 1,repartition_geo,"{'France': 74.5, 'Étranger': 25.5}","{'France': 74.1, 'Allemagne': 10.0, 'Pays-Bas': 5.2, 'Royaume-Uni': 4.5, 'Belgique': 2.3, 'Irlande':",%,FP-EF-042026-FR-3-2963.pdf,"France 74,1 % (Paris centre 9,8 %, Grand Paris 35,2 %, Métropoles 29,2 %) ; Étranger 25,9 % : Allemagne 10,0 %, Pays-Bas 5,2 %, Royaume-Uni 4,5 %, Belgique 2,3 ",verified,Données fiche produit au 31/12/2025 (graphique du BT non extractible)
Efimmo 1,repartition_sectorielle,"{'Bureaux': 73.5, 'Autres locaux commerciaux': 9.3, 'Divers': 7.5, 'Commerces de centre-ville et mil","{'Bureaux': 74.4, 'Divers': 9.4, 'Autres locaux commerciaux': 7.6, 'Commerces de centre-ville et mil",%,FP-EF-042026-FR-3-2963.pdf,"Bureaux 74,4 %, Divers 9,4 %, Autres locaux commerciaux 7,6 %, Commerces de centre-ville et milieu urbain 5,2 %",verified,"Fiche produit au 31/12/2025 ; somme ≈ 96,6 %"
Efimmo 1,liquidite,,436951,parts en attente,EFIMMO-BT-1T-2026.pdf,Parts en attente au 31/03/2026 : 436 951,verified,"Depuis le 4e trim. 2023 retraits > souscriptions, risque de liquidité amplifié (fiche produit)"
Efimmo 1,frequence_distribution,Trimestriel,Trimestrielle,,FP-EF-042026-FR-3-2963.pdf,Périodicité des distributions potentielles de revenus : Trimestrielle,verified,
Efimmo 1,sfdr_article,,8,,DIC-EF-042026.pdf,Classification SFDR : Article 8,verified,
Efimmo 1,niveau_risque_dic,,3,sur 7,DIC-EF-042026.pdf,Nous avons classé ce produit dans la classe de risques 3 sur 7,verified,
Efimmo 1,duree_placement,8,8,ans,DIC-EF-042026.pdf,Il est recommandé de conserver les parts pendant une période d'au moins 8 ans,verified,
Efimmo 1,frais_souscription,12,10,% HT,FP-EF-042026-FR-3-2963.pdf,Frais de souscription : 10 % HT (12 % TTC) ; DIC coûts d'entrée 10 %,verified,
Efimmo 1,frais_gestion,9.6,10,% HT,FP-EF-042026-FR-3-2963.pdf,Commission de gestion annuelle : 10 % HT (12 % TTC) des produits locatifs encaissés,verified,"DIC : coût récurrent global 1,79 %/an"
